age,date_account_created,date_first_booking,gender,Language_EN,Language_ZH,Country_US,Country_EUR,android,moweb,web,ios,Married,Children
30,7/23/2012,7/31/2012,M,1,0,1,0,1,0,1,0,1,1
26,7/23/2012,7/26/2012,F,1,0,1,0,0,1,1,0,1,1
2014,7/23/2012,7/28/2012,M,1,0,1,0,1,0,1,0,1,1
24,7/24/2012,7/25/2012,F,1,0,1,0,1,0,1,0,1,1
35,7/24/2012,8/1/2012,F,1,0,1,0,1,0,1,0,1,3
33,7/24/2012,4/24/2013,M,1,0,1,0,0,1,1,0,0,1
51,7/24/2012,7/25/2012,M,1,0,0,1,1,0,1,0,1,1
38,7/25/2012,7/27/2012,M,1,0,1,0,0,1,1,0,0,2
48,7/25/2012,1/25/2013,M,1,0,1,0,0,1,1,0,1,3
49,7/25/2012,7/25/2012,F,1,0,1,0,1,0,1,0,1,1
32,7/26/2012,2/21/2013,F,1,0,1,0,0,1,1,0,1,2
39,7/26/2012,9/11/2012,F,1,0,1,0,1,0,1,0,1,1
48,7/26/2012,7/28/2012,M,1,0,0,1,0,1,1,0,0,1
32,7/26/2012,7/31/2012,M,1,0,0,0,0,1,1,0,1,1
33,7/26/2012,5/28/2013,F,1,0,1,0,1,0,1,0,1,2
50,7/26/2012,8/24/2012,F,1,0,1,0,1,0,1,0,0,1
59,7/27/2012,8/9/2012,F,1,0,1,0,1,0,1,0,1,1
58,7/27/2012,8/1/2012,F,1,0,0,1,1,0,1,0,1,2
34,7/27/2012,8/11/2012,U,1,0,1,0,1,0,1,0,1,1
28,7/28/2012,8/2/2012,F,1,0,1,0,1,0,1,0,1,2
25,7/28/2012,7/29/2012,F,1,0,0,1,1,0,1,0,0,1
30,7/28/2012,9/8/2012,F,1,0,1,0,1,0,1,0,1,3
53,7/28/2012,7/31/2012,F,1,0,1,0,1,0,1,0,0,2
40,7/28/2012,8/4/2012,F,1,0,1,0,0,1,1,0,1,1
33,7/28/2012,7/30/2012,F,1,0,1,0,1,0,1,0,1,1
34,7/28/2012,4/14/2013,F,1,0,1,0,1,0,1,0,1,3
39,7/29/2012,7/29/2012,F,1,0,1,0,1,0,1,0,1,1
41,7/29/2012,7/29/2012,M,1,0,1,0,0,1,1,0,1,1
36,7/29/2012,2/18/2013,F,1,0,1,0,0,1,1,0,1,2
60,7/29/2012,7/30/2012,F,1,0,1,0,1,0,1,0,1,2
39,7/30/2012,8/8/2012,U,1,0,1,0,1,0,1,0,1,1
27,7/30/2012,7/30/2012,M,1,0,1,0,0,1,1,0,1,1
28,7/30/2012,9/3/2012,F,1,0,1,0,1,0,1,0,1,1
22,7/30/2012,7/31/2012,F,1,0,0,1,0,1,1,0,1,0
44,7/30/2012,7/30/2012,F,1,0,1,0,1,0,1,0,1,1
63,7/31/2012,8/3/2012,F,1,0,0,1,1,0,1,0,0,3
32,7/31/2012,8/8/2012,M,1,0,1,0,0,1,1,0,1,1
32,7/31/2012,8/7/2012,M,1,0,1,0,1,0,1,0,1,3
31,7/31/2012,8/20/2012,M,1,0,1,0,1,0,1,0,1,1
28,8/1/2012,8/4/2012,M,1,0,0,1,1,0,1,0,1,1
36,8/2/2012,11/22/2012,M,1,0,0,1,0,1,1,0,1,1
33,8/2/2012,8/6/2012,F,1,0,0,0,1,0,1,0,0,2
44,8/2/2012,8/12/2012,F,1,0,1,0,1,0,1,0,1,1
33,8/3/2012,8/3/2012,M,1,0,1,0,0,1,1,0,1,1
30,8/3/2012,7/1/2013,F,1,0,1,0,1,0,1,0,1,2
56,8/3/2012,9/5/2012,M,1,0,1,0,1,0,1,0,0,1
23,8/3/2012,8/3/2012,M,1,0,1,0,1,0,1,0,1,3
32,8/4/2012,8/19/2012,F,1,0,1,0,1,0,1,0,1,3
48,8/5/2012,8/7/2012,M,1,0,1,0,1,0,1,0,1,2
52,8/5/2012,8/7/2012,M,1,0,0,1,1,0,1,0,1,3
41,8/5/2012,12/7/2012,M,1,0,1,0,1,0,1,0,1,2
30,8/5/2012,8/7/2012,F,1,0,1,0,0,1,1,0,1,3
32,8/5/2012,8/8/2012,F,1,0,1,0,1,0,1,0,1,1
32,8/5/2012,3/21/2013,M,1,0,0,1,1,0,1,0,1,1
105,8/5/2012,8/7/2012,U,1,0,0,1,1,0,1,0,0,1
40,8/5/2012,1/16/2013,F,1,0,1,0,0,1,1,0,0,3
28,8/6/2012,9/30/2012,F,1,0,1,0,0,1,1,0,1,1
35,8/6/2012,9/4/2012,M,1,0,0,1,0,1,1,0,1,3
29,8/6/2012,8/6/2012,F,1,0,1,0,1,0,1,0,1,1
41,8/6/2012,8/15/2012,M,1,0,1,0,1,0,1,0,1,2
59,8/6/2012,8/9/2012,M,1,0,1,0,0,1,1,0,1,1
31,8/6/2012,8/8/2012,F,1,0,0,0,1,0,1,0,1,1
28,8/6/2012,8/7/2012,M,1,0,1,0,1,0,1,0,0,1
30,8/7/2012,8/7/2012,M,1,0,1,0,1,0,1,0,1,1
30,8/7/2012,8/7/2012,F,1,0,1,0,0,1,1,0,1,3
29,8/7/2012,8/17/2012,M,1,0,1,0,0,1,1,0,1,2
58,8/7/2012,3/13/2013,F,1,0,0,1,1,0,1,0,1,2
43,8/7/2012,8/9/2012,M,1,0,1,0,1,0,1,0,1,1
26,8/7/2012,8/17/2012,M,1,0,1,0,1,0,1,0,1,1
30,8/8/2012,11/28/2012,F,1,0,0,0,1,0,1,0,1,1
46,8/8/2012,8/14/2012,F,1,0,0,1,0,1,1,0,1,1
37,8/8/2012,1/19/2013,F,1,0,1,0,0,1,1,0,1,2
40,8/8/2012,8/10/2012,F,1,0,1,0,1,0,1,0,0,1
36,8/8/2012,1/24/2013,U,0,0,0,1,1,0,1,0,0,3
32,8/8/2012,8/8/2012,U,1,0,1,0,1,0,1,0,1,2
34,8/8/2012,2/28/2013,M,1,0,1,0,1,0,1,0,1,2
59,8/9/2012,6/30/2013,M,1,0,1,0,0,1,1,0,1,3
25,8/9/2012,6/23/2013,F,1,0,1,0,1,0,1,0,1,1
35,8/9/2012,2/1/2013,F,1,0,1,0,1,0,1,0,0,1
56,8/9/2012,8/9/2012,F,1,0,1,0,1,0,1,0,1,2
54,8/9/2012,8/11/2012,F,1,0,1,0,0,1,1,0,1,1
48,8/10/2012,8/31/2012,F,1,0,0,1,1,0,1,0,1,2
23,8/10/2012,9/22/2012,F,1,0,0,1,0,1,1,0,1,1
38,8/10/2012,8/16/2012,M,1,0,1,0,0,1,1,0,1,1
32,8/10/2012,8/10/2012,F,1,0,1,0,1,0,1,0,1,1
30,8/10/2012,6/10/2013,F,1,0,1,0,0,1,1,0,0,1
34,8/11/2012,4/27/2013,F,1,0,0,1,0,1,1,0,0,2
31,8/11/2012,12/20/2012,M,1,0,1,0,0,1,1,0,1,3
56,8/12/2012,8/12/2012,M,1,0,1,0,1,0,1,0,1,3
35,8/12/2012,8/13/2012,U,1,0,0,0,1,0,1,0,1,1
33,8/12/2012,6/11/2013,F,1,0,1,0,1,0,1,0,1,1
32,8/13/2012,8/14/2012,M,0,0,1,0,0,1,1,0,0,2
41,8/13/2012,8/13/2012,U,1,0,1,0,1,0,1,0,1,2
27,8/13/2012,11/12/2012,F,1,0,1,0,0,1,1,0,1,3
26,8/13/2012,8/15/2012,F,1,0,0,1,1,0,1,0,0,3
40,8/13/2012,8/18/2012,F,1,0,1,0,1,0,1,0,1,1
33,8/14/2012,9/11/2012,F,1,0,0,1,0,1,1,0,1,2
34,8/14/2012,5/31/2013,U,1,0,0,0,1,0,1,0,0,1
32,8/14/2012,8/14/2012,F,1,0,0,1,1,0,1,0,1,3
36,8/15/2012,1/13/2013,M,1,0,0,0,1,0,1,0,1,1
34,8/15/2012,9/3/2012,F,1,0,1,0,1,0,1,0,1,2
35,8/15/2012,8/17/2012,F,1,0,1,0,0,1,1,0,0,1
35,8/15/2012,9/26/2012,M,1,0,1,0,1,0,1,0,1,1
53,8/15/2012,8/22/2012,F,1,0,1,0,1,0,1,0,1,1
29,8/15/2012,8/17/2012,M,1,0,1,0,1,0,1,0,0,1
40,8/16/2012,8/17/2012,F,1,0,1,0,1,0,1,0,1,1
38,8/16/2012,10/16/2012,M,1,0,1,0,1,0,1,0,0,1
28,8/16/2012,11/4/2012,F,1,0,0,1,1,0,1,0,1,1
25,8/16/2012,9/21/2012,F,1,0,1,0,1,0,1,0,1,2
29,8/16/2012,9/8/2012,F,1,0,1,0,0,1,1,0,1,3
32,8/16/2012,8/16/2012,F,1,0,1,0,1,0,1,0,1,2
57,8/17/2012,10/11/2012,F,1,0,1,0,1,0,1,0,1,1
33,8/17/2012,8/17/2012,M,1,0,0,1,0,1,1,0,1,2
26,8/17/2012,8/17/2012,F,1,0,1,0,0,1,1,0,1,3
41,8/17/2012,8/17/2012,F,1,0,0,0,1,0,1,0,1,1
34,8/17/2012,3/11/2013,F,1,0,1,0,0,1,1,0,1,1
49,8/18/2012,8/23/2012,M,1,0,1,0,1,0,1,0,1,1
36,8/18/2012,8/22/2012,F,1,0,1,0,0,1,1,0,0,1
35,8/18/2012,8/19/2012,M,0,0,1,0,1,0,1,0,1,1
31,8/18/2012,8/27/2012,F,1,0,1,0,0,1,1,0,0,1
26,8/18/2012,8/21/2012,M,1,0,1,0,0,1,1,0,1,3
28,8/18/2012,8/22/2012,F,1,0,1,0,0,1,1,0,1,1
33,8/18/2012,8/19/2012,M,1,0,1,0,1,0,1,0,1,2
30,8/19/2012,8/23/2012,U,1,0,0,1,1,0,1,0,1,3
26,8/19/2012,8/19/2012,U,1,0,0,1,1,0,1,0,1,1
29,8/19/2012,8/19/2012,F,1,0,1,0,1,0,1,0,1,3
26,8/20/2012,6/14/2013,F,1,0,1,0,0,1,1,0,1,1
28,8/20/2012,8/23/2012,M,1,0,1,0,0,1,1,0,1,1
43,8/20/2012,8/21/2012,M,1,0,1,0,0,1,1,0,1,3
31,8/20/2012,8/20/2012,M,1,0,0,1,1,0,1,0,1,1
28,8/20/2012,10/27/2012,M,1,0,1,0,1,0,1,0,0,1
39,8/20/2012,8/20/2012,F,1,0,0,0,0,1,1,0,0,1
31,8/20/2012,9/24/2012,F,1,0,1,0,0,1,1,0,1,3
31,8/20/2012,3/8/2013,F,1,0,1,0,0,1,1,0,1,1
30,8/21/2012,8/24/2012,M,1,0,1,0,0,1,1,0,1,3
42,8/21/2012,8/28/2012,M,1,0,1,0,1,0,1,0,1,1
68,8/21/2012,1/6/2013,F,1,0,0,1,0,1,1,0,1,1
33,8/21/2012,9/2/2012,F,1,0,1,0,1,0,1,0,1,2
36,8/22/2012,8/25/2012,F,1,0,1,0,0,1,1,0,1,1
30,8/22/2012,8/22/2012,M,1,0,1,0,1,0,1,0,0,2
33,8/22/2012,8/24/2012,M,1,0,0,0,0,1,1,0,1,1
31,8/22/2012,8/23/2012,M,1,0,1,0,0,1,1,0,0,1
38,8/22/2012,8/23/2012,F,1,0,1,0,1,0,1,0,1,1
19,8/22/2012,9/20/2012,U,1,0,1,0,1,0,1,0,0,0
28,8/22/2012,8/23/2012,M,1,0,1,0,0,1,1,0,1,2
2014,8/22/2012,8/24/2012,M,1,0,1,0,1,0,1,0,1,1
29,8/22/2012,10/1/2012,M,1,0,1,0,0,1,1,0,1,2
31,8/23/2012,9/2/2012,M,1,0,0,0,0,1,1,0,1,1
33,8/23/2012,8/24/2012,F,1,0,1,0,0,1,1,0,1,2
29,8/23/2012,9/3/2012,U,1,0,1,0,1,0,1,0,1,2
29,8/23/2012,8/23/2012,M,1,0,1,0,1,0,1,0,1,2
29,8/23/2012,12/19/2012,M,1,0,0,0,0,1,1,0,1,1
47,8/23/2012,8/25/2012,F,1,0,0,0,1,0,1,0,0,1
35,8/23/2012,8/25/2012,F,0,0,1,0,1,0,1,0,1,1
30,8/23/2012,8/23/2012,M,1,0,1,0,0,1,1,0,0,1
41,8/23/2012,8/24/2012,F,1,0,1,0,1,0,1,0,1,3
34,8/24/2012,8/27/2012,M,1,0,1,0,1,0,1,0,1,1
53,8/25/2012,8/25/2012,F,1,0,1,0,1,0,1,0,1,2
29,8/25/2012,10/10/2012,F,1,0,1,0,0,1,1,0,0,3
73,8/25/2012,8/27/2012,M,1,0,1,0,1,0,1,0,1,3
32,8/25/2012,8/29/2012,F,1,0,1,0,0,1,1,0,1,1
31,8/25/2012,8/31/2012,F,1,0,1,0,1,0,1,0,1,1
33,8/25/2012,4/3/2013,F,1,0,0,0,1,0,1,0,1,1
30,8/26/2012,8/26/2012,F,1,0,0,1,1,0,1,0,1,3
45,8/26/2012,8/29/2012,M,1,0,1,0,0,1,1,0,0,1
30,8/26/2012,9/10/2012,M,1,0,1,0,1,0,1,0,1,2
36,8/26/2012,6/23/2013,F,1,0,1,0,1,0,1,0,1,1
58,8/26/2012,8/26/2012,F,1,0,1,0,1,0,1,0,1,1
29,8/26/2012,8/26/2012,F,1,0,1,0,0,1,1,0,1,1
26,8/26/2012,8/28/2012,M,0,0,1,0,0,1,1,0,1,1
35,8/27/2012,10/5/2012,F,1,0,1,0,1,0,1,0,0,1
36,8/27/2012,8/27/2012,F,1,0,1,0,0,1,1,0,1,2
21,8/27/2012,8/27/2012,M,1,0,1,0,0,1,1,0,1,0
31,8/27/2012,1/26/2013,F,1,0,0,1,1,0,1,0,1,1
40,8/27/2012,8/27/2012,F,1,0,1,0,0,1,1,0,1,3
30,8/27/2012,9/21/2012,F,1,0,1,0,0,1,1,0,1,1
35,8/27/2012,9/4/2012,F,1,0,1,0,1,0,1,0,0,1
27,8/27/2012,12/5/2012,F,1,0,1,0,0,1,1,0,1,3
36,8/27/2012,8/30/2012,F,1,0,1,0,0,1,1,0,1,2
38,8/28/2012,3/7/2013,F,1,0,1,0,0,1,1,0,1,1
53,8/28/2012,9/3/2012,U,1,0,1,0,1,0,1,0,1,2
43,8/29/2012,8/30/2012,F,1,0,0,1,1,0,1,0,0,1
37,8/29/2012,8/30/2012,F,1,0,0,0,1,0,1,0,1,1
40,8/29/2012,9/5/2012,F,1,0,1,0,1,0,1,0,1,3
33,8/29/2012,3/16/2013,F,1,0,0,1,0,1,1,0,1,1
45,8/29/2012,9/7/2012,M,1,0,1,0,1,0,1,0,1,2
26,8/30/2012,3/26/2013,F,1,0,1,0,1,0,1,0,1,3
29,8/30/2012,9/4/2012,M,1,0,1,0,1,0,1,0,1,1
23,8/30/2012,8/31/2012,U,1,0,1,0,1,0,0,0,1,2
27,8/30/2012,8/30/2012,F,1,0,1,0,1,0,1,0,1,2
46,8/30/2012,9/3/2012,F,1,0,0,1,1,0,1,0,1,1
38,8/31/2012,3/18/2013,M,1,0,1,0,0,1,1,0,1,1
35,8/31/2012,10/9/2012,M,0,0,1,0,0,1,1,0,1,1
35,8/31/2012,8/31/2012,M,1,0,1,0,0,1,1,0,0,2
27,9/1/2012,9/1/2012,F,1,0,0,1,1,0,1,0,1,1
49,9/1/2012,9/2/2012,M,1,0,0,0,0,1,1,0,1,1
44,9/1/2012,11/11/2012,M,0,0,1,0,0,1,1,0,1,3
28,9/1/2012,6/11/2013,M,1,0,1,0,0,1,1,0,1,1
45,9/3/2012,10/12/2012,M,1,0,1,0,0,1,1,0,1,2
36,9/3/2012,9/4/2012,F,1,0,0,1,1,0,1,0,1,2
29,9/3/2012,9/4/2012,F,1,0,0,0,0,1,1,0,1,3
38,9/3/2012,5/11/2013,M,1,0,1,0,0,1,1,0,1,1
23,9/4/2012,9/4/2012,M,1,0,1,0,1,0,1,0,1,3
52,9/4/2012,9/7/2012,F,0,0,1,0,1,0,1,0,1,1
42,9/4/2012,9/6/2012,M,1,0,0,1,0,1,1,0,1,1
35,9/4/2012,9/6/2012,M,1,0,0,1,1,0,1,0,1,1
38,9/4/2012,7/21/2013,M,1,0,1,0,0,1,1,0,1,1
59,9/4/2012,9/25/2012,M,1,0,1,0,1,0,1,0,0,1
29,9/4/2012,9/5/2012,M,1,0,1,0,0,1,1,0,1,1
35,9/5/2012,9/10/2012,M,1,0,0,1,1,0,1,0,0,2
42,9/5/2012,10/17/2012,M,1,0,0,0,1,0,1,0,0,3
33,9/5/2012,9/10/2012,M,1,0,0,1,1,0,1,0,1,3
31,9/5/2012,9/6/2012,F,1,0,1,0,1,0,1,0,1,2
29,9/5/2012,9/10/2012,F,1,0,0,1,1,0,1,0,1,1
38,9/6/2012,12/4/2012,M,1,0,1,0,1,0,1,0,1,3
48,9/6/2012,9/7/2012,F,1,0,1,0,0,1,1,0,1,1
37,9/6/2012,9/10/2012,M,1,0,0,1,1,0,1,0,1,1
35,9/6/2012,6/12/2013,M,1,0,0,0,0,1,1,0,1,3
26,9/6/2012,9/7/2012,M,0,0,1,0,1,0,1,0,1,2
18,9/6/2012,9/14/2012,F,1,0,1,0,0,1,1,0,0,0
66,9/6/2012,3/22/2013,M,1,0,0,0,1,0,1,0,1,1
56,9/7/2012,10/24/2012,F,1,0,1,0,1,0,1,0,1,2
28,9/7/2012,9/7/2012,M,1,0,1,0,1,0,1,0,1,2
32,9/7/2012,9/18/2012,F,1,0,1,0,1,0,1,0,1,1
49,9/7/2012,6/28/2013,F,1,0,0,0,1,0,1,0,1,1
39,9/8/2012,9/10/2012,F,1,0,0,1,1,0,1,0,1,1
48,9/8/2012,9/10/2012,F,1,0,1,0,0,1,1,0,1,1
32,9/8/2012,9/8/2012,F,1,0,1,0,1,0,1,0,0,1
45,9/8/2012,6/28/2013,M,1,0,1,0,1,0,1,0,1,2
23,9/8/2012,9/3/2013,F,1,0,0,0,1,0,1,0,1,3
36,9/9/2012,5/5/2013,M,1,0,0,1,0,1,1,0,1,2
54,9/9/2012,1/31/2013,M,1,0,1,0,1,0,1,0,1,1
28,9/9/2012,9/26/2012,M,1,0,1,0,1,0,1,0,1,3
50,9/9/2012,9/9/2012,M,1,0,0,1,1,0,1,0,1,2
53,9/10/2012,10/1/2012,F,1,0,0,1,0,1,1,0,1,1
32,9/10/2012,9/10/2012,M,1,0,0,1,0,1,1,0,0,1
48,9/10/2012,12/5/2012,M,1,0,1,0,0,1,1,0,1,3
41,9/10/2012,9/13/2012,F,1,0,1,0,1,0,1,0,1,3
27,9/10/2012,10/9/2012,F,1,0,1,0,0,1,1,0,0,1
50,9/10/2012,9/11/2012,U,1,0,0,1,1,0,1,0,1,1
44,9/11/2012,9/11/2012,F,1,0,0,1,1,0,1,0,0,2
27,9/11/2012,9/13/2012,F,1,0,0,1,1,0,1,0,1,2
31,9/12/2012,9/12/2012,M,1,0,1,0,0,1,1,0,1,1
26,9/12/2012,10/12/2012,F,1,0,1,0,0,1,1,0,1,2
31,9/12/2012,4/16/2013,M,1,0,1,0,0,1,1,0,0,1
26,9/12/2012,9/13/2012,F,1,0,1,0,1,0,1,0,1,1
30,9/13/2012,9/14/2012,F,1,0,0,0,0,1,1,0,1,1
33,9/13/2012,9/19/2012,M,1,0,0,1,0,1,1,0,0,3
43,9/13/2012,9/27/2012,F,1,0,0,1,0,1,1,0,1,1
27,9/13/2012,9/15/2012,F,1,0,1,0,0,1,1,0,0,1
37,9/14/2012,9/26/2012,F,1,0,1,0,1,0,1,0,1,2
1949,9/15/2012,9/16/2012,F,1,0,1,0,0,1,0,0,1,1
31,9/15/2012,9/17/2012,F,1,0,1,0,0,1,1,0,1,1
45,9/15/2012,9/15/2012,F,1,0,0,1,0,1,1,0,1,1
36,9/16/2012,7/24/2013,M,1,0,1,0,1,0,1,0,1,1
30,9/16/2012,9/18/2012,F,1,0,0,0,1,0,1,0,1,1
29,9/16/2012,10/9/2012,F,1,0,1,0,1,0,1,0,1,1
42,9/16/2012,9/21/2012,F,1,0,1,0,0,1,1,0,0,2
40,9/16/2012,9/17/2012,M,1,0,1,0,0,1,1,0,1,1
29,9/16/2012,9/17/2012,F,1,0,1,0,0,1,1,0,1,1
39,9/17/2012,9/17/2012,F,1,0,0,0,0,1,1,0,1,2
27,9/17/2012,8/2/2013,M,1,0,1,0,1,0,1,0,1,3
34,9/18/2012,9/18/2012,M,1,0,1,0,1,0,1,0,1,2
48,9/18/2012,9/25/2012,M,1,0,1,0,1,0,1,0,1,2
26,9/18/2012,9/20/2012,F,1,0,1,0,0,1,1,0,1,1
29,9/18/2012,9/24/2012,M,1,0,1,0,1,0,0,0,1,1
32,9/18/2012,7/4/2013,M,1,0,0,1,0,1,1,0,1,1
33,9/18/2012,9/24/2012,U,1,0,0,0,1,0,1,0,1,1
32,9/19/2012,9/19/2012,F,1,0,1,0,1,0,1,0,1,2
30,9/19/2012,9/19/2012,M,1,0,0,0,1,0,1,0,1,1
32,9/19/2012,9/23/2012,U,1,0,1,0,1,0,1,0,1,1
32,9/19/2012,10/8/2012,U,1,0,1,0,1,0,1,0,1,2
29,9/19/2012,9/20/2012,F,1,0,1,0,1,0,1,0,1,2
30,9/19/2012,9/24/2012,F,1,0,1,0,1,0,1,0,0,1
32,9/19/2012,9/20/2012,F,1,0,0,0,1,0,1,0,0,1
28,9/20/2012,9/22/2012,F,1,0,1,0,1,0,1,0,1,1
28,9/20/2012,9/20/2012,F,1,0,0,0,1,0,1,0,1,1
33,9/20/2012,9/20/2012,M,1,0,0,1,1,0,1,0,1,2
27,9/20/2012,11/28/2012,F,1,0,1,0,0,1,0,0,1,1
28,9/21/2012,1/16/2013,M,1,0,0,0,1,0,1,0,1,2
29,9/21/2012,5/2/2013,M,1,0,1,0,0,1,1,0,1,1
26,9/21/2012,9/23/2012,F,1,0,1,0,1,0,1,0,1,1
59,9/21/2012,1/31/2013,F,1,0,1,0,1,0,1,0,1,1
19,9/22/2012,9/23/2012,U,1,0,1,0,1,0,1,0,0,0
35,9/23/2012,10/6/2012,F,1,0,1,0,0,1,1,0,1,1
39,9/23/2012,9/24/2012,M,1,0,1,0,0,1,1,0,1,3
30,9/23/2012,9/25/2012,F,1,0,1,0,1,0,1,0,0,3
31,9/23/2012,10/18/2012,F,1,0,0,1,1,0,1,0,1,2
39,9/23/2012,9/24/2012,F,1,0,1,0,1,0,1,0,1,1
32,9/23/2012,9/23/2012,M,1,0,1,0,1,0,1,0,0,1
18,9/24/2012,9/26/2012,F,1,0,1,0,1,0,1,0,0,0
37,9/24/2012,11/1/2012,M,1,0,1,0,0,1,1,0,1,3
33,9/24/2012,9/24/2012,M,1,0,1,0,0,1,1,0,1,1
30,9/24/2012,2/1/2013,M,1,0,1,0,1,0,1,0,1,1
38,9/24/2012,3/13/2013,M,1,0,1,0,0,1,1,0,1,1
42,9/24/2012,12/11/2012,F,1,0,0,0,1,0,1,0,1,1
41,9/25/2012,9/25/2012,F,1,0,1,0,1,0,1,0,1,1
31,9/25/2012,9/29/2012,M,1,0,1,0,0,1,0,1,1,1
37,9/25/2012,9/25/2012,F,1,0,1,0,1,0,1,0,1,3
105,9/25/2012,9/30/2012,F,1,0,1,0,1,0,1,0,1,1
48,9/26/2012,9/28/2012,M,1,0,0,1,0,1,1,0,1,2
35,9/26/2012,1/16/2013,M,1,0,1,0,1,0,1,0,0,2
43,9/26/2012,9/26/2012,F,1,0,1,0,0,1,1,0,1,1
55,9/26/2012,10/3/2012,F,1,0,1,0,0,1,1,0,1,2
105,9/27/2012,9/28/2012,M,1,0,1,0,0,1,0,0,1,1
38,9/27/2012,9/29/2012,M,0,0,1,0,1,0,1,0,1,1
42,9/27/2012,9/6/2013,F,1,0,1,0,1,0,1,0,1,1
29,9/27/2012,9/28/2012,M,1,0,1,0,0,1,1,0,0,3
28,9/27/2012,10/9/2012,M,0,1,1,0,0,1,1,0,0,3
33,9/28/2012,9/30/2012,F,1,0,0,1,0,1,1,0,1,3
27,9/28/2012,9/28/2012,F,1,0,1,0,1,0,1,0,1,2
35,9/28/2012,10/6/2012,F,1,0,1,0,1,0,0,0,1,1
28,9/29/2012,10/4/2012,M,1,0,1,0,1,0,1,0,1,3
47,9/29/2012,9/29/2012,M,1,0,1,0,0,1,1,0,1,2
37,9/29/2012,11/20/2012,F,1,0,0,1,1,0,1,0,1,1
19,9/29/2012,9/29/2012,F,0,0,0,1,0,1,1,0,0,0
35,9/30/2012,10/6/2012,M,1,0,1,0,0,1,1,0,0,1
28,9/30/2012,10/1/2012,M,1,0,0,1,0,1,1,0,1,1
19,9/30/2012,10/1/2012,M,1,0,1,0,1,0,1,0,0,0
45,9/30/2012,9/30/2012,F,1,0,1,0,0,1,1,0,1,1
30,10/1/2012,10/1/2012,F,1,0,1,0,1,0,1,0,1,3
68,10/1/2012,10/2/2012,F,1,0,1,0,0,1,1,0,1,1
36,10/1/2012,11/29/2012,M,1,0,0,1,0,1,1,0,1,2
61,10/1/2012,10/3/2012,F,1,0,1,0,1,0,1,0,0,1
56,10/1/2012,10/2/2012,F,1,0,1,0,0,1,1,0,1,2
33,10/2/2012,10/2/2012,F,1,0,1,0,1,0,1,0,1,1
22,10/2/2012,10/13/2012,F,0,1,1,0,0,1,1,0,1,0
36,10/2/2012,4/15/2013,M,1,0,1,0,0,1,1,0,0,1
39,10/2/2012,10/2/2012,F,1,0,1,0,1,0,1,0,1,1
105,10/2/2012,10/4/2012,U,1,0,1,0,1,0,1,0,1,1
42,10/2/2012,10/4/2012,F,1,0,1,0,1,0,1,0,1,1
35,10/3/2012,10/3/2012,M,1,0,1,0,0,1,1,0,1,1
36,10/3/2012,5/14/2013,M,1,0,1,0,1,0,1,0,1,3
37,10/3/2012,10/6/2012,M,1,0,0,1,1,0,1,0,1,2
33,10/4/2012,10/8/2012,F,1,0,1,0,0,1,1,0,1,1
33,10/4/2012,10/6/2012,M,1,0,1,0,1,0,1,0,1,3
36,10/4/2012,10/4/2012,F,1,0,1,0,0,1,1,0,1,1
40,10/5/2012,10/4/2013,F,1,0,1,0,1,0,1,0,0,1
63,10/5/2012,10/7/2012,F,1,0,1,0,1,0,1,0,1,1
29,10/6/2012,10/8/2012,M,1,0,1,0,1,0,1,0,1,1
30,10/6/2012,10/6/2012,F,1,0,1,0,0,1,1,0,0,2
36,10/6/2012,11/15/2012,F,1,0,1,0,0,1,1,0,1,1
42,10/6/2012,12/20/2012,M,1,0,0,0,0,1,1,0,1,1
38,10/7/2012,11/24/2012,M,1,0,0,1,1,0,1,0,1,2
28,10/8/2012,10/8/2012,F,1,0,1,0,0,1,1,0,1,1
36,10/8/2012,2/26/2013,F,1,0,1,0,1,0,1,0,1,1
32,10/8/2012,10/8/2012,F,1,0,1,0,1,0,1,0,1,1
28,10/8/2012,10/8/2012,F,1,0,0,0,1,0,1,0,1,2
35,10/8/2012,10/8/2012,F,1,0,1,0,1,0,1,0,1,3
33,10/8/2012,10/14/2012,F,0,0,1,0,0,1,1,0,0,1
46,10/8/2012,10/11/2012,M,1,0,1,0,0,1,1,0,1,3
29,10/8/2012,10/8/2012,M,1,0,1,0,0,1,1,0,1,1
37,10/8/2012,10/8/2012,U,1,0,1,0,1,0,1,0,1,1
28,10/9/2012,10/10/2012,F,1,0,1,0,0,1,1,0,1,1
30,10/9/2012,10/10/2012,M,1,0,1,0,0,1,1,0,0,1
36,10/9/2012,10/11/2012,F,1,0,1,0,0,1,1,0,1,2
37,10/9/2012,10/24/2012,F,1,0,0,0,1,0,1,0,1,3
31,10/9/2012,8/9/2013,F,1,0,1,0,0,1,0,0,1,1
29,10/9/2012,10/10/2012,M,1,0,0,1,0,1,1,0,0,3
40,10/9/2012,10/9/2012,U,1,0,1,0,1,0,1,0,0,1
28,10/9/2012,12/31/2012,M,1,0,1,0,1,0,1,0,1,1
47,10/10/2012,10/12/2012,M,1,0,0,0,0,1,1,0,1,1
43,10/10/2012,10/11/2012,F,1,0,0,0,1,0,1,0,1,1
39,10/10/2012,10/24/2012,F,1,0,1,0,1,0,1,0,1,2
35,10/10/2012,10/11/2012,F,1,0,0,1,1,0,1,0,1,1
31,10/11/2012,1/30/2013,F,1,0,0,0,0,1,1,0,1,3
